X,CH1,CH2
2679,0.85282054,1.79092313
2680,0.83639249,1.75642424
2681,0.81917650,1.72027064
2682,0.80118876,1.68249640
2683,0.78244624,1.64313711
2684,0.76296659,1.60222985
2685,0.74276817,1.55981315
2686,0.72186999,1.51592697
2687,0.70029174,1.47061266
2688,0.67805377,1.42391291
2689,0.65517701,1.37587171
2690,0.63168301,1.32653433
2691,0.60759392,1.27594723
2692,0.58293242,1.22415809
2693,0.55772175,1.17121569
2694,0.53198567,1.11716990
2695,0.50574840,1.06207164
2696,0.47903468,1.00597282
2697,0.45186966,0.94892629
2698,0.42427895,0.89098579
2699,0.39628853,0.83220591
2700,0.36792477,0.77264202
2701,0.33921440,0.71235023
2702,0.31018445,0.65138735
2703,0.28086229,0.58981081
2704,0.25127553,0.52767862
2705,0.22145205,0.46504930
2706,0.19141994,0.40198188
2707,0.16120750,0.33853575
2708,0.13084319,0.27477069
2709,0.10035561,0.21074677
2710,0.06977348,0.14652432
2711,0.03912563,0.08216382
2712,0.00844092,0.01772592
2713,-0.02225175,-0.04672868
2714,-0.05292345,-0.11113925
2715,-0.08354530,-0.17544513
2716,-0.11408844,-0.23958572
2717,-0.14452409,-0.30350060
2718,-0.17482360,-0.36712956
2719,-0.20495840,-0.43041265
2720,-0.23490012,-0.49329025
2721,-0.26462054,-0.55570313
2722,-0.29409167,-0.61759250
2723,-0.32328573,-0.67890004
2724,-0.35217524,-0.73956800
2725,-0.38073296,-0.79953922
2726,-0.40893200,-0.85875721
2727,-0.43674580,-0.91716617
2728,-0.46414814,-0.97471109
2729,-0.49111321,-1.03133775
2730,-0.51761562,-1.08699280
2731,-0.54363039,-1.14162381
2732,-0.56913301,-1.19517932
2733,-0.59409946,-1.24760886
2734,-0.61850622,-1.29886306
2735,-0.64233029,-1.34889361
2736,-0.66554923,-1.39765339
2737,-0.68814117,-1.44509646
2738,-0.71008482,-1.49117813
2739,-0.73135952,-1.53585498
2740,-0.75194521,-1.57908493
2741,-0.77182250,-1.62082725
2742,-0.79097267,-1.66104261
2743,-0.80937768,-1.69969313
2744,-0.82702018,-1.73674239
2745,-0.84388357,-1.77215549
2746,-0.85995194,-1.80589907
2747,-0.87521016,-1.83794135
2748,-0.88964387,-1.86825212
2749,-0.90323945,-1.89680285
2750,-0.91598411,-1.92356662
2751,-0.92786583,-1.94851824
2752,-0.93887342,-1.97163418
2753,-0.94899651,-1.99289268
2754,-0.95822557,-2.01227370
2755,-0.96655190,-2.02975899
2756,-0.97396766,-2.04533208
2757,-0.98046585,-2.05897829
2758,-0.98604037,-2.07068477
2759,-0.99068595,-2.08044049
2760,-0.99439822,-2.08823625
2761,-0.99717368,-2.09406473
2762,-0.99900972,-2.09792041
2763,-0.99990461,-2.09979968
2764,-0.99985750,-2.09970075
2765,-0.99886845,-2.09762374
2766,-0.99693837,-2.09357058
2767,-0.99406909,-2.08754510
2768,-0.99026332,-2.07955298
2769,-0.98552464,-2.06960174
2770,-0.97985750,-2.05770076
2771,-0.97326726,-2.04386125
2772,-0.96576012,-2.02809626
2773,-0.95734315,-2.01042062
2774,-0.94802428,-1.99085100
2775,-0.93781230,-1.96940583
2776,-0.92671681,-1.94610531
2777,-0.91474828,-1.92097139
2778,-0.90191798,-1.89402776
2779,-0.88823799,-1.86529979
2780,-0.87372121,-1.83481455
2781,-0.85838132,-1.80260076
2782,-0.84223275,-1.76868877
2783,-0.82529073,-1.73311052
2784,-0.80757121,-1.69589954
2785,-0.78909089,-1.65709088
2786,-0.76986719,-1.61672109
2787,-0.74991820,-1.57482822
2788,-0.72926273,-1.53145173
2789,-0.70792023,-1.48663247
2790,-0.68591080,-1.44041269
2791,-0.66325520,-1.39283591
2792,-0.63997475,-1.34394697
2793,-0.61609139,-1.29379191
2794,-0.59162762,-1.24241799
2795,-0.56660648,-1.18987361
2796,-0.54105156,-1.13620827
2797,-0.51498691,-1.08147252
2798,-0.48843711,-1.02571793
2799,-0.46142716,-0.96899704
2800,-0.43398250,-0.91136326
2801,-0.40612900,-0.85287090
2802,-0.37789289,-0.79357507
2803,-0.34930077,-0.73353162
2804,-0.32037958,-0.67279712
2805,-0.29115656,-0.61142879
2806,-0.26165926,-0.54948444
2807,-0.23191544,-0.48702243
2808,-0.20195314,-0.42410160
2809,-0.17180059,-0.36078124
2810,-0.14148618,-0.29712099
2811,-0.11103849,-0.23318082
2812,-0.08048618,-0.16902098
2813,-0.04985805,-0.10470191
2814,-0.01918295,-0.04028420
2815,0.01151022,0.02417147
2816,0.04219255,0.08860436
2817,0.07283513,0.15295377
2818,0.10340909,0.21715910
2819,0.13388564,0.28115984
2820,0.16423605,0.34489570
2821,0.19443174,0.40830664
2822,0.22444425,0.47133293
2823,0.25424532,0.53391518
2824,0.28380687,0.59599443
2825,0.31310105,0.65751221
2826,0.34210026,0.71841055
2827,0.37077719,0.77863209
2828,0.39910481,0.83812010
2829,0.42705644,0.89681852
2830,0.45460575,0.95467207
2831,0.48172678,1.01162623
2832,0.50839398,1.06762735
2833,0.53458223,1.12262268
2834,0.56026686,1.17656041
2835,0.58542367,1.22938971
2836,0.61002897,1.28106083
2837,0.63405956,1.33152508
2838,0.65749282,1.38073492
2839,0.68030666,1.42864398
2840,0.70247960,1.47520715
2841,0.72399074,1.52038055
2842,0.74481982,1.56412161
2843,0.76494721,1.60638915
2844,0.78435396,1.64714332
2845,0.80302179,1.68634575
2846,0.82093310,1.72395950
2847,0.83807102,1.75994914
2848,0.85441940,1.79428075
2849,0.86996286,1.82692200
2850,0.88468673,1.85784213
2851,0.89857715,1.88701202
2852,0.91162104,1.91440418
2853,0.92380610,1.93999281
2854,0.93512086,1.96375381
2855,0.94555466,1.98566478
2856,0.95509766,2.00570509
2857,0.96374088,2.02385585
2858,0.97147618,2.04009997
2859,0.97829626,2.05442214
2860,0.98419470,2.06680887
2861,0.98916595,2.07724850
2862,0.99320532,2.08573118
2863,0.99630901,2.09224892
2864,0.99847409,2.09679559
2865,0.99969852,2.09936690
2866,0.99998116,2.09996043
2867,0.99932172,2.09857562
2868,0.99772084,2.09521377
2869,0.99518002,2.08987805
2870,0.99170166,2.08257349
2871,0.98728903,2.07330697
2872,0.98194630,2.06208722
2873,0.97567848,2.04892481
2874,0.96849149,2.03383214
2875,0.96039211,2.01682342
2876,0.95138795,1.99791469
2877,0.94148750,1.97712375
2878,0.93070009,1.95447020
2879,0.91903589,1.92997536
2880,0.90650587,1.90366233
2881,0.89312185,1.87555589
2882,0.87889643,1.84568251
2883,0.86384302,1.81407035
2884,0.84797580,1.78074917
2885,0.83130971,1.74575038
2886,0.81386045,1.70910695
2887,0.79564447,1.67085339
2888,0.77667893,1.63102575
2889,0.75698168,1.58966154
2890,0.73657130,1.54679973
2891,0.71546701,1.50248071
2892,0.69368868,1.45674623
2893,0.67125684,1.40963937
2894,0.64819262,1.36120450
2895,0.62451775,1.31148727
2896,0.60025453,1.26053451
2897,0.57542582,1.20839421
2898,0.55005500,1.15511551
2899,0.52416599,1.10074859
2900,0.49778317,1.04534467
2901,0.47093140,0.98895594
2902,0.44363597,0.93163554
2903,0.41592260,0.87343746
2904,0.38781739,0.81441652
2905,0.35934683,0.75462834
2906,0.33053773,0.69412923
2907,0.30141724,0.63297619
2908,0.27201278,0.57122684
2909,0.24235207,0.50893934
2910,0.21246304,0.44617238
2911,0.18237385,0.38298509
2912,0.15211285,0.31943699
2913,0.12170855,0.25558796
2914,0.09118959,0.19149813
2915,0.06058472,0.12722791
2916,0.02992277,0.06283782
2917,-0.00076737,-0.00161147
2918,-0.03145678,-0.06605923
2919,-0.06211656,-0.13044477
2920,-0.09271782,-0.19470741
2921,-0.12323173,-0.25878663
2922,-0.15362954,-0.32262204
2923,-0.18388263,-0.38615352
2924,-0.21396248,-0.44932121
2925,-0.24384076,-0.51206560
2926,-0.27348932,-0.57432758
2927,-0.30288023,-0.63604849
2928,-0.33198581,-0.69717019
2929,-0.36077862,-0.75763510
2930,-0.38923155,-0.81738626
2931,-0.41731779,-0.87636736
2932,-0.44501088,-0.93452286
2933,-0.47228474,-0.99179795
2934,-0.49911366,-1.04813869
2935,-0.52547238,-1.10349199
2936,-0.55133605,-1.15780571
2937,-0.57668032,-1.21102868
2938,-0.60148131,-1.26311075
2939,-0.62571565,-1.31400287
2940,-0.64936052,-1.36365709
2941,-0.67239363,-1.41202662
2942,-0.69479329,-1.45906591
2943,-0.71653840,-1.50473063
2944,-0.73760846,-1.54897777
2945,-0.75798364,-1.59176565
2946,-0.77764473,-1.63305394
2947,-0.79657322,-1.67280376
2948,-0.81475126,-1.71097765
2949,-0.83216174,-1.74753966
2950,-0.84878826,-1.78245534
2951,-0.86461514,-1.81569180
2952,-0.87962748,-1.84721772
2953,-0.89381114,-1.87700340
2954,-0.90715276,-1.90502079
2955,-0.91963976,-1.93124349
2956,-0.93126038,-1.95564679
2957,-0.94200367,-1.97820771
2958,-0.95185952,-1.99890498
2959,-0.96081863,-2.01771912
2960,-0.96887257,-2.03463240
2961,-0.97601375,-2.04962888
2962,-0.98223545,-2.06269444
2963,-0.98753179,-2.07381677
2964,-0.99189780,-2.08298538
2965,-0.99532936,-2.09019165
2966,-0.99782323,-2.09542877
2967,-0.99937706,-2.09869183
2968,-0.99998940,-2.09997774
2969,-0.99965966,-2.09928530
2970,-0.99838816,-2.09661514
2971,-0.99617610,-2.09196980
2972,-0.99302555,-2.08535365
2973,-0.98893949,-2.07677292
2974,-0.98392176,-2.06623569
2975,-0.97797709,-2.05375189
2976,-0.97111109,-2.03933329
2977,-0.96333022,-2.02299346
2978,-0.95464181,-2.00474780
2979,-0.94505404,-1.98461349
2980,-0.93457596,-1.96260952
2981,-0.92321743,-1.93875659
2982,-0.91098914,-1.91307720
2983,-0.89790263,-1.88559552
2984,-0.88397022,-1.85633746
2985,-0.86920503,-1.82533056
2986,-0.85362098,-1.79260405
2987,-0.83723274,-1.75818876
2988,-0.82005576,-1.72211710
2989,-0.80210622,-1.68442306
2990,-0.78340103,-1.64514216
2991,-0.76395780,-1.60431139
2992,-0.74379487,-1.56196922
2993,-0.72293121,-1.51815555
2994,-0.70138649,-1.47291164
2995,-0.67918101,-1.42628013
2996,-0.65633568,-1.37830494
2997,-0.63287203,-1.32903127
2998,-0.60881216,-1.27850554
2999,-0.58417874,-1.22677535
3000,-0.55899497,-1.17388943
3001,-0.53328458,-1.11989761
3002,-0.50707179,-1.06485075
3003,-0.48038129,-1.00880071
3004,-0.45323824,-0.95180030
3005,-0.42566820,-0.89390321
3006,-0.39769714,-0.83516399
3007,-0.36935141,-0.77563797
3008,-0.34065773,-0.71538123
3009,-0.31164312,-0.65445055
3010,-0.28233491,-0.59290332
3011,-0.25276072,-0.53079752
3012,-0.22294841,-0.46819167
3013,-0.19292607,-0.40514474
3014,-0.16272197,-0.34171613
3015,-0.13236457,-0.27796559
3016,-0.10188247,-0.21395319
3017,-0.07130439,-0.14973922
3018,-0.04065914,-0.08538419
3019,-0.00997558,-0.02094872
3020,0.02071737,0.04350649
3021,0.05139081,0.10792071
3022,0.08201584,0.17223326
3023,0.11256359,0.23638355
3024,0.14300531,0.30031115
3025,0.17331230,0.36395583
3026,0.20345601,0.42725763
3027,0.23340806,0.49015692
3028,0.26314021,0.55259444
3029,0.29262446,0.61451137
3030,0.32183303,0.67584937
3031,0.35073842,0.73655067
3032,0.37931337,0.79655808
3033,0.40753098,0.85581506
3034,0.43536466,0.91426579
3035,0.46278819,0.97185521
3036,0.48977574,1.02852905
3037,0.51630188,1.08423394
3038,0.54234161,1.13891738
3039,0.56787041,1.19252787
3040,0.59286424,1.24501490
3041,0.61729953,1.29632901
3042,0.64115327,1.34642187
3043,0.66440300,1.39524629
3044,0.68702680,1.44275628
3045,0.70900336,1.48890706
3046,0.73031198,1.53365516
3047,0.75093259,1.57695843
3048,0.77084575,1.61877608
3049,0.79003271,1.65906870
3050,0.80847540,1.69779833
3051,0.82615643,1.73492850
3052,0.84305915,1.77042422
3053,0.85916764,1.80425204
3054,0.87446672,1.83638011
3055,0.88894198,1.86677815
3056,0.90257978,1.89541753
3057,0.91536727,1.92227127
3058,0.92729241,1.94731406
3059,0.93834396,1.97052232
3060,0.94851152,1.99187418
3061,0.95778549,2.01134953
3062,0.96615715,2.02893001
3063,0.97361861,2.04459907
3064,0.98016283,2.05834195
3065,0.98578366,2.07014569
3066,0.99047580,2.07999918
3067,0.99423483,2.08789313
3068,0.99705720,2.09382012
3069,0.99894026,2.09777454
3070,0.99988223,2.09975269
3071,0.99988223,2.09975269
3072,0.99894026,2.09777454
3073,0.99705720,2.09382012
3074,0.99423483,2.08789313
3075,0.99047580,2.07999918
3076,0.98578366,2.07014569
3077,0.98016283,2.05834195
3078,0.97361861,2.04459907
3079,0.96615715,2.02893001
3080,0.95778549,2.01134953
3081,0.94851152,1.99187418
3082,0.93834396,1.97052232
3083,0.92729241,1.94731406
3084,0.91536727,1.92227127
3085,0.90257978,1.89541753
3086,0.88894198,1.86677815
3087,0.87446672,1.83638011
3088,0.85916764,1.80425204
3089,0.84305915,1.77042422
3090,0.82615643,1.73492850
3091,0.80847540,1.69779833
3092,0.79003271,1.65906870
3093,0.77084575,1.61877608
3094,0.75093259,1.57695843
3095,0.73031198,1.53365516
3096,0.70900336,1.48890706
3097,0.68702680,1.44275628
3098,0.66440300,1.39524629
3099,0.64115327,1.34642187
3100,0.61729953,1.29632901
3101,0.59286424,1.24501490
3102,0.56787041,1.19252787
3103,0.54234161,1.13891738
3104,0.51630188,1.08423394
3105,0.48977574,1.02852905
3106,0.46278819,0.97185521
3107,0.43536466,0.91426579
3108,0.40753098,0.85581506
3109,0.37931337,0.79655808
3110,0.35073842,0.73655067
3111,0.32183303,0.67584937
3112,0.29262446,0.61451137
3113,0.26314021,0.55259444
3114,0.23340806,0.49015692
3115,0.20345601,0.42725763
3116,0.17331230,0.36395583
3117,0.14300531,0.30031115
3118,0.11256359,0.23638355
3119,0.08201584,0.17223326
3120,0.05139081,0.10792071
3121,0.02071737,0.04350649
3122,-0.00997558,-0.02094872
3123,-0.04065914,-0.08538419
3124,-0.07130439,-0.14973922
3125,-0.10188247,-0.21395319
3126,-0.13236457,-0.27796559
3127,-0.16272197,-0.34171613
3128,-0.19292607,-0.40514474
3129,-0.22294841,-0.46819167
3130,-0.25276072,-0.53079752
3131,-0.28233491,-0.59290332
3132,-0.31164312,-0.65445055
3133,-0.34065773,-0.71538123
3134,-0.36935141,-0.77563797
3135,-0.39769714,-0.83516399
3136,-0.42566820,-0.89390321
3137,-0.45323824,-0.95180030
3138,-0.48038129,-1.00880071
3139,-0.50707179,-1.06485075
3140,-0.53328458,-1.11989761
3141,-0.55899497,-1.17388943
3142,-0.58417874,-1.22677535
3143,-0.60881216,-1.27850554
3144,-0.63287203,-1.32903127
3145,-0.65633568,-1.37830494
3146,-0.67918101,-1.42628013
3147,-0.70138649,-1.47291164
3148,-0.72293121,-1.51815555
3149,-0.74379487,-1.56196922
3150,-0.76395780,-1.60431139
3151,-0.78340103,-1.64514216
3152,-0.80210622,-1.68442306
3153,-0.82005576,-1.72211710
3154,-0.83723274,-1.75818876
3155,-0.85362098,-1.79260405
3156,-0.86920503,-1.82533056
3157,-0.88397022,-1.85633746
3158,-0.89790263,-1.88559552
3159,-0.91098914,-1.91307720
3160,-0.92321743,-1.93875659
3161,-0.93457596,-1.96260952
3162,-0.94505404,-1.98461349
3163,-0.95464181,-2.00474780
3164,-0.96333022,-2.02299346
3165,-0.97111109,-2.03933329
3166,-0.97797709,-2.05375189
3167,-0.98392176,-2.06623569
3168,-0.98893949,-2.07677292
3169,-0.99302555,-2.08535365
3170,-0.99617610,-2.09196980
3171,-0.99838816,-2.09661514
3172,-0.99965966,-2.09928530
3173,-0.99998940,-2.09997774
3174,-0.99937706,-2.09869183
3175,-0.99782323,-2.09542877
3176,-0.99532936,-2.09019165
3177,-0.99189780,-2.08298538
3178,-0.98753179,-2.07381677
3179,-0.98223545,-2.06269444
3180,-0.97601375,-2.04962888
3181,-0.96887257,-2.03463240
3182,-0.96081863,-2.01771912
3183,-0.95185952,-1.99890498
3184,-0.94200367,-1.97820771
3185,-0.93126038,-1.95564679
3186,-0.91963976,-1.93124349
3187,-0.90715276,-1.90502079
3188,-0.89381114,-1.87700340
3189,-0.87962748,-1.84721772
3190,-0.86461514,-1.81569180
3191,-0.84878826,-1.78245534
3192,-0.83216174,-1.74753966
3193,-0.81475126,-1.71097765
3194,-0.79657322,-1.67280376
3195,-0.77764473,-1.63305394
3196,-0.75798364,-1.59176565
3197,-0.73760846,-1.54897777
3198,-0.71653840,-1.50473063
3199,-0.69479329,-1.45906591
3200,-0.67239363,-1.41202662
3201,-0.64936052,-1.36365709
3202,-0.62571565,-1.31400287
3203,-0.60148131,-1.26311075
3204,-0.57668032,-1.21102868
3205,-0.55133605,-1.15780571
3206,-0.52547238,-1.10349199
3207,-0.49911366,-1.04813869
3208,-0.47228474,-0.99179795
3209,-0.44501088,-0.93452286
3210,-0.41731779,-0.87636736
3211,-0.38923155,-0.81738626
3212,-0.36077862,-0.75763510
3213,-0.33198581,-0.69717019
3214,-0.30288023,-0.63604849
3215,-0.27348932,-0.57432758
3216,-0.24384076,-0.51206560
3217,-0.21396248,-0.44932121
3218,-0.18388263,-0.38615352
3219,-0.15362954,-0.32262204
3220,-0.12323173,-0.25878663
3221,-0.09271782,-0.19470741
3222,-0.06211656,-0.13044477
3223,-0.03145678,-0.06605923
3224,-0.00076737,-0.00161147
3225,0.02992277,0.06283782
3226,0.06058472,0.12722791
3227,0.09118959,0.19149813
3228,0.12170855,0.25558796
3229,0.15211285,0.31943699
3230,0.18237385,0.38298509
3231,0.21246304,0.44617238
3232,0.24235207,0.50893934
3233,0.27201278,0.57122684
3234,0.30141724,0.63297619
3235,0.33053773,0.69412923
3236,0.35934683,0.75462834
3237,0.38781739,0.81441652
3238,0.41592260,0.87343746
3239,0.44363597,0.93163554
3240,0.47093140,0.98895594
3241,0.49778317,1.04534467
3242,0.52416599,1.10074859
3243,0.55005500,1.15511551
3244,0.57542582,1.20839421
3245,0.60025453,1.26053451
3246,0.62451775,1.31148727
3247,0.64819262,1.36120450
3248,0.67125684,1.40963937
3249,0.69368868,1.45674623
3250,0.71546701,1.50248071
3251,0.73657130,1.54679973
3252,0.75698168,1.58966154
3253,0.77667893,1.63102575
3254,0.79564447,1.67085339
3255,0.81386045,1.70910695
3256,0.83130971,1.74575038
3257,0.84797580,1.78074917
3258,0.86384302,1.81407035
3259,0.87889643,1.84568251
3260,0.89312185,1.87555589
3261,0.90650587,1.90366233
3262,0.91903589,1.92997536
3263,0.93070009,1.95447020
3264,0.94148750,1.97712375
3265,0.95138795,1.99791469
3266,0.96039211,2.01682342
3267,0.96849149,2.03383214
3268,0.97567848,2.04892481
3269,0.98194630,2.06208722
3270,0.98728903,2.07330697
3271,0.99170166,2.08257349
3272,0.99518002,2.08987805
3273,0.99772084,2.09521377
3274,0.99932172,2.09857562
3275,0.99998116,2.09996043
3276,0.99969852,2.09936690
3277,0.99847409,2.09679559
3278,0.99630901,2.09224892
3279,0.99320532,2.08573118
3280,0.98916595,2.07724850
3281,0.98419470,2.06680887
3282,0.97829626,2.05442214
3283,0.97147618,2.04009997
3284,0.96374088,2.02385585
3285,0.95509766,2.00570509
3286,0.94555466,1.98566478
3287,0.93512086,1.96375381
3288,0.92380610,1.93999281
3289,0.91162104,1.91440418
3290,0.89857715,1.88701202
3291,0.88468673,1.85784213
3292,0.86996286,1.82692200
3293,0.85441940,1.79428075
3294,0.83807102,1.75994914
3295,0.82093310,1.72395950
3296,0.80302179,1.68634575
3297,0.78435396,1.64714332
3298,0.76494721,1.60638915
3299,0.74481982,1.56412161
3300,0.72399074,1.52038055
3301,0.70247960,1.47520715
3302,0.68030666,1.42864398
3303,0.65749282,1.38073492
3304,0.63405956,1.33152508
3305,0.61002897,1.28106083
3306,0.58542367,1.22938971
3307,0.56026686,1.17656041
3308,0.53458223,1.12262268
3309,0.50839398,1.06762735
3310,0.48172678,1.01162623
3311,0.45460575,0.95467207
3312,0.42705644,0.89681852
3313,0.39910481,0.83812010
3314,0.37077719,0.77863209
3315,0.34210026,0.71841055
3316,0.31310105,0.65751221
3317,0.28380687,0.59599443
3318,0.25424532,0.53391518
3319,0.22444425,0.47133293
3320,0.19443174,0.40830664
3321,0.16423605,0.34489570
3322,0.13388564,0.28115984
3323,0.10340909,0.21715910
3324,0.07283513,0.15295377
3325,0.04219255,0.08860436
3326,0.01151022,0.02417147
3327,-0.01918295,-0.04028420
3328,-0.04985805,-0.10470191
3329,-0.08048618,-0.16902098
3330,-0.11103849,-0.23318082
3331,-0.14148618,-0.29712099
3332,-0.17180059,-0.36078124
3333,-0.20195314,-0.42410160
3334,-0.23191544,-0.48702243
3335,-0.26165926,-0.54948444
3336,-0.29115656,-0.61142879
3337,-0.32037958,-0.67279712
3338,-0.34930077,-0.73353162
3339,-0.37789289,-0.79357507
3340,-0.40612900,-0.85287090
3341,-0.43398250,-0.91136326
3342,-0.46142716,-0.96899704
3343,-0.48843711,-1.02571793
3344,-0.51498691,-1.08147252
3345,-0.54105156,-1.13620827
3346,-0.56660648,-1.18987361
3347,-0.59162762,-1.24241799
3348,-0.61609139,-1.29379191
3349,-0.63997475,-1.34394697
3350,-0.66325520,-1.39283591
3351,-0.68591080,-1.44041269
3352,-0.70792023,-1.48663247
3353,-0.72926273,-1.53145173
3354,-0.74991820,-1.57482822
3355,-0.76986719,-1.61672109
3356,-0.78909089,-1.65709088
3357,-0.80757121,-1.69589954
3358,-0.82529073,-1.73311052
3359,-0.84223275,-1.76868877
3360,-0.85838132,-1.80260076
3361,-0.87372121,-1.83481455
3362,-0.88823799,-1.86529979
3363,-0.90191798,-1.89402776
3364,-0.91474828,-1.92097139
3365,-0.92671681,-1.94610531
3366,-0.93781230,-1.96940583
3367,-0.94802428,-1.99085100
3368,-0.95734315,-2.01042062
3369,-0.96576012,-2.02809626
3370,-0.97326726,-2.04386125
3371,-0.97985750,-2.05770076
3372,-0.98552464,-2.06960174
3373,-0.99026332,-2.07955298
3374,-0.99406909,-2.08754510
3375,-0.99693837,-2.09357058
3376,-0.99886845,-2.09762374
3377,-0.99985750,-2.09970075
3378,-0.99990461,-2.09979968
3379,-0.99900972,-2.09792041
3380,-0.99717368,-2.09406473
3381,-0.99439822,-2.08823625
3382,-0.99068595,-2.08044049
3383,-0.98604037,-2.07068477
3384,-0.98046585,-2.05897829
3385,-0.97396766,-2.04533208
3386,-0.96655190,-2.02975899
3387,-0.95822557,-2.01227370
3388,-0.94899651,-1.99289268
3389,-0.93887342,-1.97163418
3390,-0.92786583,-1.94851824
3391,-0.91598411,-1.92356662
3392,-0.90323945,-1.89680285
3393,-0.88964387,-1.86825212
3394,-0.87521016,-1.83794135
3395,-0.85995194,-1.80589907
3396,-0.84388357,-1.77215549
3397,-0.82702018,-1.73674239
3398,-0.80937768,-1.69969313
3399,-0.79097267,-1.66104261
3400,-0.77182250,-1.62082725
3401,-0.75194521,-1.57908493
3402,-0.73135952,-1.53585498
3403,-0.71008482,-1.49117813
3404,-0.68814117,-1.44509646
3405,-0.66554923,-1.39765339
3406,-0.64233029,-1.34889361
3407,-0.61850622,-1.29886306
3408,-0.59409946,-1.24760886
3409,-0.56913301,-1.19517932
3410,-0.54363039,-1.14162381
3411,-0.51761562,-1.08699280
3412,-0.49111321,-1.03133775
3413,-0.46414814,-0.97471109
3414,-0.43674580,-0.91716617
3415,-0.40893200,-0.85875721
3416,-0.38073296,-0.79953922
3417,-0.35217524,-0.73956800
3418,-0.32328573,-0.67890004
3419,-0.29409167,-0.61759250
3420,-0.26462054,-0.55570313
3421,-0.23490012,-0.49329025
3422,-0.20495840,-0.43041265
3423,-0.17482360,-0.36712956
3424,-0.14452409,-0.30350060
3425,-0.11408844,-0.23958572
3426,-0.08354530,-0.17544513
3427,-0.05292345,-0.11113925
3428,-0.02225175,-0.04672868
3429,0.00844092,0.01772592
3430,0.03912563,0.08216382
3431,0.06977348,0.14652432
3432,0.10035561,0.21074677
3433,0.13084319,0.27477069
3434,0.16120750,0.33853575
3435,0.19141994,0.40198188
3436,0.22145205,0.46504930
3437,0.25127553,0.52767862
3438,0.28086229,0.58981081
3439,0.31018445,0.65138735
3440,0.33921440,0.71235023
3441,0.36792477,0.77264202
3442,0.39628853,0.83220591
3443,0.42427895,0.89098579
3444,0.45186966,0.94892629
3445,0.47903468,1.00597282
3446,0.50574840,1.06207164
3447,0.53198567,1.11716990
3448,0.55772175,1.17121569
3449,0.58293242,1.22415809
3450,0.60759392,1.27594723
3451,0.63168301,1.32653433
3452,0.65517701,1.37587171
3453,0.67805377,1.42391291
3454,0.70029174,1.47061266
3455,0.72186999,1.51592697
3456,0.74276817,1.55981315
3457,0.76296659,1.60222985
3458,0.78244624,1.64313711
3459,0.80118876,1.68249640
3460,0.81917650,1.72027064
3461,0.83639249,1.75642424
3462,0.85282054,1.79092313
3463,0.86844516,1.82373483
3464,0.88325162,1.85482841
3465,0.89722599,1.88417459
3466,0.91035510,1.91174571
3467,0.92262658,1.93751581
3468,0.93402886,1.96146060
3469,0.94455121,1.98355753
3470,0.95418371,2.00378579
3471,0.96291729,2.02212630
3472,0.97074372,2.03856181
3473,0.97765562,2.05307681
3474,0.98364650,2.06565764
3475,0.98871069,2.07629245
3476,0.99284344,2.08497121
3477,0.99604084,2.09168576
3478,0.99829989,2.09642976
3479,0.99961845,2.09919875
3480,0.99999529,2.09999011
3481,0.99943005,2.09880310
3482,0.99792326,2.09563884
3483,0.99547634,2.09050032
3484,0.99209160,2.08339236
3485,0.98777223,2.07432168
3486,0.98252229,2.06329681
3487,0.97634673,2.05032813
3488,0.96925137,2.03542788
3489,0.96124289,2.01861007
3490,0.95232884,1.99989057
3491,0.94251762,1.97928700
3492,0.93181846,1.95681878
3493,0.92024146,1.93250706
3494,0.90779751,1.90637476
3495,0.89449833,1.87844649
3496,0.88035646,1.84874857
3497,0.86538522,1.81730897
3498,0.84959872,1.78415731
3499,0.83301182,1.74932483
3500,0.81564016,1.71284433
3501,0.79750009,1.67475019
3502,0.77860871,1.63507829
3503,0.75898381,1.59386600
3504,0.73864389,1.55115217
3505,0.71760810,1.50697701
3506,0.69589626,1.46138216
3507,0.67352884,1.41441055
3508,0.65052689,1.36610646
3509,0.62691208,1.31651538
3510,0.60270668,1.26568402
3511,0.57793347,1.21366029
3512,0.55261580,1.16049318
3513,0.52677752,1.10623280
3514,0.50044297,1.05093024
3515,0.47363696,0.99463763
3516,0.44638475,0.93740797
3517,0.41871200,0.87929521
3518,0.39064479,0.82035407
3519,0.36220956,0.76064008
3520,0.33343310,0.70020951
3521,0.30434252,0.63911929
3522,0.27496522,0.57742696
3523,0.24532888,0.51519064
3524,0.21546142,0.45246897
3525,0.18539097,0.38932104
3526,0.15514587,0.32580633
3527,0.12475461,0.26198469
3528,0.09424583,0.19791623
3529,0.06364825,0.13366132
3530,0.03299071,0.06928049
3531,0.00230209,0.00483440
3532,-0.02838869,-0.05961626
3533,-0.05905274,-0.12401075
3534,-0.08966115,-0.18828841
3535,-0.12018509,-0.25238868
3536,-0.15059580,-0.31625119
3537,-0.18086465,-0.37981576
3538,-0.21096310,-0.44302251
3539,-0.24086281,-0.50581189
3540,-0.27053560,-0.56812476
3541,-0.29995353,-0.62990241
3542,-0.32908887,-0.69108663
3543,-0.35791419,-0.75161980
3544,-0.38640232,-0.81144487
3545,-0.41452643,-0.87050549
3546,-0.44226001,-0.92874603
3547,-0.46957696,-0.98611161
3548,-0.49645152,-1.04254818
3549,-0.52285838,-1.09800259
3550,-0.54877266,-1.15242258
3551,-0.57416995,-1.20575690
3552,-0.59902633,-1.25795529
3553,-0.62331837,-1.30896858
